AAAS124,"[8.9676875e-01 5.9415674e-05 4.3293023e-03 1.0092205e-04 7.6564487e-05
 8.5541594e-04 4.1868319e-05 8.1863880e-05 1.4044622e-04 1.9996350e-04
 1.1763114e-04 7.1649447e-05 9.5597607e-05 6.3508865e-05 1.5446851e-04
 3.3176082e-05 6.1376952e-05 2.0397625e-04 1.5059971e-04 3.4127181e-05
 2.0014490e-04 2.5250691e-03 4.0561528e-05 2.9651330e-05 7.9774146e-04
 8.6730765e-04 5.1837058e-05 8.0585654e-05 1.9470470e-04 1.1611615e-04
 1.8358509e-04 3.6429855e-04 1.1180714e-02 4.9182298e-05 5.8866361e-05
 2.1613295e-04 2.8640512e-04 4.5414554e-04 7.7139181e-03 7.9293044e-05
 4.8098166e-02 1.9724500e-04 9.0247857e-05 4.0190667e-04 3.6405103e-04
 6.5712258e-05 7.0387716e-05 5.2118849e-05 5.9561629e-05 1.5135335e-04
 3.2763106e-05 2.1340495e-05 9.3073926e-05 3.1440926e-05 1.0880403e-02
 8.4476313e-05 2.5529966e-05 9.0276691e-05 2.3137803e-04 7.0264837e-04
 3.2987551e-05 1.5569602e-04 6.2555147e-05 9.7720383e-04 2.0797904e-04
 8.3966833e-04 1.4593422e-04 1.1817866e-04 3.4420693e-05 1.4406274e-04
 4.1753367e-05 8.1197046e-05 6.8191694e-05 4.5597801e-05 6.8967704e-05
 2.6433234e-05 4.3807879e-05 6.6052206e-05 3.7209265e-05 3.4962351e-05
 4.9271068e-05 2.1893710e-03]"
AAAS140,"[2.7701115e-02 1.2992702e-03 1.6227167e-02 3.5541707e-03 1.2453638e-03
 1.0832940e-02 1.2419778e-03 1.6749222e-03 1.2689522e-03 6.5634097e-03
 8.5789049e-03 2.0633265e-03 3.6503652e-03 1.3196843e-03 3.8756283e-03
 1.0654620e-03 1.4252104e-03 1.7340865e-03 1.3317068e-03 1.2338156e-03
 6.1196797e-03 1.7740129e-02 4.5553418e-03 9.5825264e-04 9.1447746e-03
 9.4002998e-03 1.8735995e-03 1.1297986e-03 4.7552674e-03 8.1494935e-03
 1.5715812e-03 5.2186651e-03 1.5318030e-02 1.0241830e-03 1.9318452e-03
 8.5664224e-03 4.1117272e-03 4.2535202e-03 1.8246127e-02 1.1633288e-03
 3.7902500e-02 1.6147977e-03 2.9820518e-03 5.9104892e-03 2.0916963e-03
 9.3472871e-04 3.1903684e-03 1.4179710e-03 2.3028608e-03 1.1035354e-03
 3.2978284e-03 2.7985706e-03 1.5157330e-03 1.2078499e-03 9.5801604e-01
 8.5706892e-04 1.8236865e-03 7.2099897e-03 6.0534640e-03 2.9686266e-03
 1.4251996e-03 1.3516453e-03 8.6542376e-04 5.1891515e-03 7.2989659e-03
 1.0038295e-02 1.8812420e-03 1.7830143e-03 9.4321655e-04 3.5818778e-03
 6.9208018e-04 3.7363786e-03 9.6043525e-04 6.6333433e-04 3.4185071e-03
 3.2938856e-03 7.4949785e-04 2.6639604e-03 6.7156320e-04 1.2445096e-03
 1.0591581e-03 1.0162389e-02]"
AAAS142,"[9.1016346e-01 5.1733905e-06 1.3485651e-03 3.0573005e-06 5.2855785e-06
 1.0487540e-03 3.5287999e-06 1.3268880e-05 3.6837641e-06 1.9919975e-05
 6.7839655e-06 2.1466289e-05 5.9820736e-06 1.2708452e-05 6.4941951e-06
 2.1269068e-06 5.2309447e-06 1.5983849e-05 1.0869472e-05 2.5341719e-06
 2.7243410e-05 1.1301877e-03 7.2755211e-06 3.3731380e-06 2.6903607e-04
 1.1610044e-05 5.2538976e-06 1.0887481e-05 1.7274909e-06 1.7307166e-05
 4.2922959e-05 4.4322769e-05 7.9376483e-03 2.5807799e-06 9.6318145e-06
 1.9360764e-04 4.6487694e-05 1.1574714e-04 9.6998671e-03 1.2631111e-05
 4.6389028e-02 1.2944615e-04 1.7742543e-05 1.5124618e-05 7.3267482e-05
 2.3401283e-06 3.9832303e-06 4.1891444e-06 4.1721483e-05 1.2099547e-05
 2.1424542e-06 5.3323726e-07 5.9413719e-06 1.6418567e-06 3.3738030e-04
 7.8632438e-06 1.7931585e-06 7.0821407e-06 1.4244475e-05 2.6950560e-05
 1.5436516e-06 5.8746177e-06 4.1192257e-06 2.2942547e-03 4.3882292e-06
 1.6799968e-03 1.3973349e-05 2.6310805e-05 1.5160833e-06 3.6992433e-06
 2.5140050e-06 2.9062121e-05 4.4079179e-06 2.4841593e-06 1.0307251e-05
 5.4056504e-06 2.6972821e-06 1.7327295e-06 2.4742501e-06 1.0594738e-06
 1.3822184e-06 3.4743591e-04]"
AAAS156,"[6.63266540e-01 2.41806356e-05 4.64871089e-04 5.90679520e-05
 4.49330910e-05 1.91920743e-04 8.25783063e-05 3.83391853e-05
 1.07646629e-04 1.28169413e-04 9.68618988e-05 7.68989557e-05
 7.34626083e-05 4.38525603e-05 5.73451223e-04 2.09588779e-05
 1.98667221e-05 2.12443687e-04 4.27004961e-05 2.38086632e-05
 7.36346556e-05 8.09704594e-04 3.11650947e-05 4.44174220e-05
 2.73016136e-04 1.30813569e-04 2.13347339e-05 5.10576829e-05
 4.09339082e-05 4.39902760e-05 1.25864492e-04 7.55914152e-05
 6.57726765e-01 5.24905918e-05 4.70293744e-05 7.73748674e-04
 1.68932966e-04 1.84455901e-04 6.35854185e-01 2.83128375e-05
 8.92752956e-04 1.83992874e-04 3.52862029e-04 2.12628685e-04
 1.09076813e-04 4.20108227e-05 7.51855841e-05 1.86645939e-05
 1.44940321e-04 9.88636457e-05 6.50300281e-05 1.70341795e-04
 5.98129845e-05 6.22378866e-05 2.85356829e-04 1.00985009e-04
 1.81962278e-05 2.04126263e-04 2.63609254e-04 1.15573544e-04
 9.14857083e-05 4.14292408e-05 5.83641267e-05 1.52851595e-03
 7.39357274e-05 5.22894261e-04 1.25162420e-04 1.98582362e-04
 6.28052949e-05 9.30507595e-05 2.90300704e-05 1.74724177e-04
 5.12146071e-05 1.95003722e-05 3.51646522e-05 3.30623807e-05
 1.97821209e-05 3.33985772e-05 2.28213357e-05 5.78095460e-05
 6.27887130e-05 3.60128051e-03]"
AAAS165,"[3.17530297e-02 8.87024857e-04 1.18164495e-02 7.37953605e-03
 6.02759828e-04 1.19395647e-03 1.05541362e-03 2.73073278e-03
 5.84960391e-04 5.60544082e-04 2.73745740e-03 3.33158895e-02
 5.83122997e-03 1.61887414e-03 1.81241725e-02 3.55273456e-04
 4.29535611e-03 9.79896076e-03 5.61693916e-04 7.18840398e-04
 3.11593548e-03 1.10571859e-02 4.61916067e-02 2.22668122e-03
 6.28287867e-02 5.42069739e-03 4.02000314e-03 4.55418107e-04
 1.03601562e-02 1.05943158e-03 6.60628034e-03 3.30958073e-03
 3.89389694e-01 6.72942610e-04 6.57305878e-04 4.16043401e-03
 5.18047437e-03 8.69136211e-03 4.86638257e-03 5.48800337e-04
 3.08289584e-02 8.27870448e-04 5.72927063e-04 7.18267355e-03
 1.13982754e-03 1.08401722e-03 1.52605656e-03 2.62484711e-04
 7.79596018e-03 7.51672254e-04 9.24445596e-03 1.47244893e-03
 8.51749792e-04 4.59650951e-03 2.80924857e-01 4.38941584e-04
 1.58145267e-03 1.24234455e-02 3.02250939e-03 3.70416348e-03
 2.53894483e-03 4.86935372e-04 5.26811462e-04 2.92587634e-02
 5.09128487e-03 1.58504415e-02 1.39786268e-03 1.26906706e-03
 6.29289949e-04 7.11370213e-03 4.76458838e-04 4.62894281e-03
 3.70638096e-03 2.74206715e-04 1.25588872e-03 2.71942397e-03
 2.42828755e-04 1.38263928e-03 1.78075250e-04 7.18685274e-04
 1.14888232e-03 1.37463212e-02]"
AAAS168,"[1.9038825e-03 3.7662534e-04 1.0878501e-03 1.1295780e-03 2.1611029e-04
 1.3191006e-03 4.7766737e-04 8.5484434e-04 4.1154472e-04 2.8281249e-04
 2.0987683e-03 1.0596315e-03 1.2547368e-03 2.6633489e-04 2.0429564e-03
 1.7305551e-04 4.2532914e-04 1.0093782e-03 2.0477638e-04 2.7578665e-04
 4.5227620e-04 1.7837239e-03 8.6317095e-04 3.1867725e-04 3.7320394e-03
 8.1489602e-04 2.1506853e-04 1.5169331e-04 9.7734993e-04 8.6285977e-04
 9.1738167e-04 4.6581586e-04 1.4888381e-02 1.7014897e-04 2.5333578e-04
 6.3076086e-04 1.3680232e-03 9.7733876e-04 1.1851223e-03 2.2468227e-04
 3.2690491e-03 3.6672657e-04 5.3847401e-04 2.9863394e-03 2.6381973e-04
 2.1054171e-04 2.7069895e-04 1.1608981e-04 7.9462625e-04 5.2611314e-04
 2.8699655e-03 6.0575956e-04 5.9610378e-04 7.4572011e-04 9.7842795e-01
 2.5194639e-04 6.2072458e-04 1.2936981e-03 4.5779548e-04 1.4617153e-03
 6.5804773e-04 4.6262189e-04 3.4663605e-04 1.5623866e-03 1.7449628e-03
 5.8763346e-04 2.0466316e-04 6.5879378e-04 6.6463096e-04 3.9257211e-04
 2.0386542e-04 4.0885655e-04 4.2431205e-04 1.4412953e-04 1.9228543e-04
 1.6637112e-04 1.7422574e-04 7.2085718e-04 1.2903516e-04 1.4890131e-03
 2.2812595e-04 2.8473388e-03]"
AAAS183,"[7.4827415e-01 4.1535715e-04 3.0009742e-03 6.3487532e-04 2.9573202e-04
 5.5286093e-03 6.8327313e-04 2.9861310e-04 1.0978867e-03 9.4149803e-04
 7.8911142e-04 1.7279998e-03 5.2340637e-04 3.9879206e-04 1.8446459e-03
 1.9009024e-04 3.4973989e-04 1.2830188e-03 5.6375080e-04 2.2176963e-04
 1.6194531e-03 4.1649011e-03 1.0806528e-03 4.0824627e-04 1.0345732e-03
 8.8977942e-04 3.5081917e-04 2.6923415e-04 4.9998000e-04 1.6008629e-03
 9.5002557e-04 1.0414449e-03 7.9599237e-03 3.5983490e-04 3.7856284e-04
 1.8393619e-03 8.4673351e-04 8.8671816e-04 7.9688076e-03 2.9144395e-04
 7.5410914e-01 1.4825842e-03 9.6972613e-04 9.4403612e-04 7.3518878e-04
 2.4296931e-04 7.8272430e-04 2.2660304e-04 7.2910369e-04 6.8422413e-04
 7.3836272e-04 3.7097619e-04 5.1230669e-04 2.9827195e-04 1.4462513e-03
 7.6197652e-04 4.3314439e-04 5.7012332e-04 2.6701880e-03 1.3072067e-03
 9.3881076e-04 6.5643975e-04 3.4255441e-04 7.2739840e-01 1.8476959e-03
 7.5575465e-01 7.4794027e-04 7.0868433e-04 3.1058886e-04 8.5844495e-04
 2.7907625e-04 8.5946429e-04 3.0563757e-04 2.1577551e-04 1.0709959e-03
 3.4789741e-04 2.3847076e-04 3.9821802e-04 1.7949734e-04 5.4554042e-04
 3.3920942e-04 4.5286207e-03]"
AAAS184,"[8.58084142e-01 3.81979553e-05 2.78458843e-04 2.24768621e-04
 2.24076612e-05 5.54686630e-05 6.00378626e-05 1.98208960e-04
 2.79427513e-05 6.41084043e-05 8.26576957e-04 1.30378443e-03
 2.08377634e-04 2.32910141e-04 1.63951103e-04 8.71980319e-06
 3.14496720e-04 7.20225915e-04 2.46581294e-05 1.65727015e-05
 3.77322940e-05 1.92539344e-04 5.57850813e-04 1.99219212e-04
 7.01168226e-03 2.54040118e-04 1.14823066e-04 3.23306886e-05
 4.35893075e-04 1.37794763e-04 7.58782771e-05 3.56954115e-05
 7.84446113e-03 2.82090750e-05 7.75790031e-05 3.68595298e-04
 2.37115863e-04 1.11971356e-04 1.24187107e-04 1.95086122e-05
 1.59991754e-03 5.34619612e-05 2.23624684e-05 2.09621096e-04
 3.06788970e-05 2.09817154e-05 3.51172639e-05 1.31763982e-05
 5.63176218e-05 5.25629730e-05 4.19061602e-04 2.91031349e-04
 1.70812011e-04 2.26096759e-04 9.26143229e-01 1.37542493e-05
 1.01290621e-04 1.34457787e-03 1.84406133e-04 3.59386642e-04
 1.08000015e-04 1.16662150e-05 1.73635890e-05 1.07754522e-03
 1.29982349e-04 7.35490321e-05 2.86439426e-05 8.01845963e-05
 3.66956629e-05 7.91282291e-05 1.89460588e-05 2.83069239e-05
 1.18066149e-04 1.08379327e-05 1.27772109e-05 1.25410195e-04
 1.07120768e-05 1.51594111e-04 1.04015426e-05 2.71004519e-05
 5.18433335e-05 1.13257440e-03]"
AAAS200,"[6.41909361e-01 1.71180836e-05 2.59253400e-04 2.94741712e-05
 3.88949729e-06 4.09802109e-01 1.18393109e-05 4.17464762e-05
 1.80672159e-05 7.45836678e-06 8.53370584e-05 1.57210336e-04
 1.90341270e-05 1.59232823e-05 3.75865202e-05 3.43036663e-06
 2.89974523e-05 5.55821352e-05 7.65829463e-06 5.55051656e-06
 2.75304392e-05 1.83218028e-04 1.12480418e-04 2.38239681e-06
 1.49233136e-04 4.29620668e-05 3.62983010e-05 4.98333657e-06
 1.36540357e-05 6.51997325e-05 3.10675277e-05 6.18469858e-05
 2.12791259e-03 1.14327750e-05 2.56311323e-05 1.03363673e-04
 5.63499634e-05 1.54170673e-04 4.61910188e-01 4.42882993e-06
 2.16527050e-03 6.42627128e-05 1.46342463e-05 3.91082685e-05
 3.50383525e-05 5.46003093e-06 8.38409233e-06 1.98091743e-06
 1.02340251e-04 1.18175622e-05 2.18089426e-05 1.25828765e-05
 3.83850875e-06 1.03482034e-05 4.35657421e-05 3.72275690e-06
 3.97572367e-05 1.63655903e-04 1.97510177e-04 6.37285411e-05
 2.56775184e-05 6.67630775e-06 3.09707889e-06 4.69993949e-01
 8.90396041e-06 7.35492885e-01 2.33445444e-05 9.87327803e-05
 1.29285863e-05 5.29388490e-05 1.66926520e-06 2.51952715e-05
 1.96842811e-05 2.61778860e-06 5.51153935e-05 6.24861286e-06
 2.37058680e-06 4.94262804e-06 1.56366445e-06 1.77969116e-06
 7.20630806e-06 1.03950815e-03]"
AAAS201,"[8.3594316e-01 8.5494416e-05 9.1565819e-04 3.3640058e-04 5.2086601e-05
 6.8884733e-04 2.1339582e-04 7.0326329e-05 8.0293023e-05 2.0930554e-04
 3.9422014e-04 9.7202217e-05 1.3852897e-04 8.8269240e-05 5.9090101e-04
 1.9690682e-05 8.0657926e-05 4.4419675e-04 6.6016757e-05 8.1811515e-05
 1.6664578e-04 4.2578165e-04 4.6749911e-04 1.5306754e-04 6.4197410e-04
 4.9748964e-04 9.8832439e-05 5.7219502e-05 1.9747458e-04 1.5791030e-04
 2.3330019e-04 1.6489869e-04 1.5995306e-03 8.4280633e-05 1.0737403e-04
 1.4970046e-04 1.0248156e-04 1.8919264e-04 6.0856994e-04 3.6291447e-05
 8.0217350e-01 1.1951295e-04 1.1610131e-04 2.6896578e-04 1.4010341e-04
 3.6988400e-05 7.8377547e-05 2.4325072e-05 2.2083912e-04 8.5653308e-05
 2.6042914e-04 8.9497626e-05 6.2526880e-05 1.5624793e-04 7.8431237e-04
 8.8900168e-05 1.2653790e-04 1.6281866e-04 5.2585290e-04 1.6529382e-04
 8.1526472e-05 6.2813859e-05 4.1093328e-05 6.3490251e-04 1.9959130e-04
 4.3398052e-04 1.1974876e-04 1.3708562e-04 7.1961411e-05 1.8829138e-04
 3.1579515e-05 1.6412628e-04 1.1093991e-04 2.2299368e-05 3.7669839e-04
 9.6466094e-05 2.0810558e-05 1.0845338e-04 2.0330044e-05 5.3058473e-05
 3.0668045e-05 4.6828832e-04]"
